timestamp,views,likes,retweets,replies,hasImages,keywords,tweetUrl,text,translated_text
2026-07-08T22:00:28.000+08:00,6394,68,12,1,yes,"ssd; nvidia; arm; cpu; inference; rack; memory; storage; parallel nvidia; inference memory; kv cache; cmx platform; bluefield dpu","https://x.com/trendforce/status/2074856144909029683"," AI Inference Memory Demand Splits Into Two Fronts NVIDIA's CMX platform, managed by the BlueField-4 DPU, extends the memory hierarchy between local SSD and shared storage to handle the massive KV cache loads of AI inference. In parallel, NVIDIA and Arm's new CPU racks for"," AI Inference Memory Demand Splits Into Two Fronts NVIDIA's CMX platform, managed by the BlueField-4 DPU, extends the memory hierarchy between local SSD and shared storage to handle the massive KV cache loads of AI inference. In parallel, NVIDIA and Arm's new CPU racks for"
2026-07-08T21:00:38.000+08:00,2470,4,,,no,"#datatrack; rack; rebound bull; gold claws; bets underpinning; rate hike","https://x.com/trendforce/status/2074841085428334824","Gold claws back above a key level after weeks of pullback. Softer Fed rate-hike bets are underpinning the rebound — can this bull run keep going?   https:// buff.ly/lqKs1eC #DataTrack","Gold claws back above a key level after weeks of pullback. Softer Fed rate-hike bets are underpinning the rebound — can this bull run keep going?   https:// buff.ly/lqKs1eC #DataTrack"
2026-07-08T21:00:32.000+08:00,4665,15,7,,no,"#tsmc; #cpo; tsmc; nvidia; amd; broadcom; wafer; tsmc photonic; 2028 nvidia; point cpo","https://x.com/trendforce/status/2074841062871322877"," #TSMC's photonic integrated circuit capacity is projected to reach 25K wafers/month by 2028, with NVIDIA, Broadcom, and AMD reportedly leading the first wave of COUPE customers. Could this mark the next inflection point for #CPO?More:  https:// buff.ly/7os3ofA "," #TSMC's photonic integrated circuit capacity is projected to reach 25K wafers/month by 2028, with NVIDIA, Broadcom, and AMD reportedly leading the first wave of COUPE customers. Could this mark the next inflection point for #CPO?More:  https:// buff.ly/7os3ofA "
2026-07-08T20:00:07.000+08:00,3408,12,2,1,no,"#deepseek; #nvidia; #huawei; nvidia; chip; inference; ai chip; china deepseek; leaders openai; house inference; nvidia limiting","https://x.com/trendforce/status/2074825857114218504"," Following AI model leaders OpenAI and Anthropic, China’s #DeepSeek is reportedly developing its own in-house inference AI chip — a move aimed not only at reducing reliance on #NVIDIA, but also limiting dependence on domestic supplier #Huawei.More:  https:// buff.ly/rXZBEEc "," Following AI model leaders OpenAI and Anthropic, China’s #DeepSeek is reportedly developing its own in-house inference AI chip — a move aimed not only at reducing reliance on #NVIDIA, but also limiting dependence on domestic supplier #Huawei.More:  https:// buff.ly/rXZBEEc "
2026-07-08T19:00:28.000+08:00,3385,7,1,,no,"#datatrack; rack; decades yen; hiked rates; boj just; sugynwz datatrack; keeps sliding","https://x.com/trendforce/status/2074810845557596564","The BOJ just hiked rates to their highest level in three decades—yet the yen keeps sliding. Where does it go from here?  https:// buff.ly/sUgynWZ #DataTrack","The BOJ just hiked rates to their highest level in three decades—yet the yen keeps sliding. Where does it go from here?  https:// buff.ly/sUgynWZ #DataTrack"
2026-07-08T12:00:01.000+08:00,6820,47,9,1,yes,"nand; tlc; wafer; tlc wafer; prices fall; weighs nand","https://x.com/trendforce/status/2074705034667868512","【Weak Consumer Demand Weighs on NAND Spot Market; 512Gb TLC Wafer Prices Fall 2.87%】  As for spots, market demand and prices continue to hit rock bottom due to the withering level of consumer products. Suppliers are alleviating their quotations continuously to adjust inventory,","【Weak Consumer Demand Weighs on NAND Spot Market; 512Gb TLC Wafer Prices Fall 2.87%】  As for spots, market demand and prices continue to hit rock bottom due to the withering level of consumer products. Suppliers are alleviating their quotations continuously to adjust inventory,"
2026-07-08T11:30:00.000+08:00,10908,71,22,1,yes,"dram; chip; dram spot; ddr4 prices; prices edging; trading remains; 1gx8 stayed","https://x.com/trendforce/status/2074697484329210358","【DRAM Spot Trading Remains Subdued, with DDR3 and 4Gb DDR4 Prices Edging Higher】  Following last week’s market situation, prices of DDR3 and 4Gb DDR4 chips have risen slightly, while prices of mainstream chips like the DDR4 1Gx8 have stayed relatively flat. The overall spot","【DRAM Spot Trading Remains Subdued, with DDR3 and 4Gb DDR4 Prices Edging Higher】  Following last week’s market situation, prices of DDR3 and 4Gb DDR4 chips have risen slightly, while prices of mainstream chips like the DDR4 1Gx8 have stayed relatively flat. The overall spot"
2026-07-08T08:56:08.000+08:00,18003,38,5,3,yes,"memory; memory prices; cases failing; 700 years","https://x.com/trendforce/status/2074658761407607183","The top 3 memory giants have been hit with a U.S. lawsuit accusing them of orchestrating supply cuts that drove memory prices up nearly 700% in four years. But with similar cases failing before, what are the odds this one even makes it?","The top 3 memory giants have been hit with a U.S. lawsuit accusing them of orchestrating supply cuts that drove memory prices up nearly 700% in four years. But with similar cases failing before, what are the odds this one even makes it?"
2026-07-07T12:00:10.000Z,11034,46,9,1,no,"#intel; #cpus; intel; data center; cpu; intel reportedly; raised prices; xeon 6980p; range cpus","https://x.com/trendforce/status/2074463481969983832"," #Intel has reportedly raised prices across a range of #CPUs, with data center processors seeing the largest increases. Its flagship 128-core Xeon 6980P is now priced at US$13,955, up nearly 12%. More:  https:// buff.ly/boi39w5 "," #Intel has reportedly raised prices across a range of #CPUs, with data center processors seeing the largest increases. Its flagship 128-core Xeon 6980P is now priced at US$13,955, up nearly 12%. More:  https:// buff.ly/boi39w5 "
2026-07-07T02:39:55.000Z,17264,37,4,2,yes,"#samsung; #skhynix; samsung; hynix; bullish skhynix; samsung blockbuster; turning bullish; 2q26","https://x.com/trendforce/status/2074322492240642471"," Following #Samsung’s blockbuster 2Q26 outlook, the market is also turning bullish on #SKhynix."," Following #Samsung’s blockbuster 2Q26 outlook, the market is also turning bullish on #SKhynix."
2026-07-06T16:00:39.000Z,3677,22,,,no,"#mlcc; #trendforce; #murata; #semco; #taiyoyuden; #yageo; mlc; trendforce; ai server; server; shortage; mlcc trends; 4q26 emerging","https://x.com/trendforce/status/2074161615327440903"," AI server demand is tightening the #MLCC market. The BB ratio rose above 1.04 in late June, with 4Q26 emerging as a key period to watch for shortages.#TrendForce on AI-driven MLCC trends:  https:// buff.ly/o5UK29z  #Murata #SEMCO #TaiyoYuden #Yageo"," AI server demand is tightening the #MLCC market. The BB ratio rose above 1.04 in late June, with 4Q26 emerging as a key period to watch for shortages.#TrendForce on AI-driven MLCC trends:  https:// buff.ly/o5UK29z  #Murata #SEMCO #TaiyoYuden #Yageo"
2026-07-06T14:02:45.000Z,5108,29,4,4,yes,"data center; csp; smrs; csps deploying","https://x.com/trendforce/status/2074131945533874208"," Data Center Power Demand Hits 600 TWh in 2026 CSPs are deploying SMRs for direct local power independent of external grids, meeting AI clusters' 24/7 demands. AI has shifted from a rigid power load to the decision-making core of Virtual Power Plants, working alongside HVDC and"," Data Center Power Demand Hits 600 TWh in 2026 CSPs are deploying SMRs for direct local power independent of external grids, meeting AI clusters' 24/7 demands. AI has shifted from a rigid power load to the decision-making core of Virtual Power Plants, working alongside HVDC and"
2026-07-06T13:00:37.000Z,3962,16,3,,no,"#huawei; chip; ai chip; huawei expands; tau scaling; vs kirin; logicfolding enables; transistor density","https://x.com/trendforce/status/2074116305360134167","#Huawei expands Tau Scaling Law details: LogicFolding enables Kirin 2026, launching this fall, to deliver a 53.5% transistor density gain vs Kirin 9030 Pro, with roadmap extending to AI chips within five years.More:  https:// buff.ly/ep7Dxvi ","#Huawei expands Tau Scaling Law details: LogicFolding enables Kirin 2026, launching this fall, to deliver a 53.5% transistor density gain vs Kirin 9030 Pro, with roadmap extending to AI chips within five years.More:  https:// buff.ly/ep7Dxvi "
2026-07-06T12:00:12.000Z,6906,23,4,3,no,"#intel; #tsmc; #samsung; tsmc; samsung; intel; 14a lithography; intel reportedly; shrinking 21nm; dual power","https://x.com/trendforce/status/2074101102388154463"," #Intel is reportedly eyeing dual-side power delivery for 14A2. With M0 pitch shrinking to ~21nm from ~28nm on 14A, lithography limits are driving a rethink. Could this be its edge against #TSMC and #Samsung? More:  https:// buff.ly/T4OoxN8 "," #Intel is reportedly eyeing dual-side power delivery for 14A2. With M0 pitch shrinking to ~21nm from ~28nm on 14A, lithography limits are driving a rethink. Could this be its edge against #TSMC and #Samsung? More:  https:// buff.ly/T4OoxN8 "
2026-07-06T11:30:07.000Z,3151,4,1,,no,"#datatrack; rack; fed held; rates steady; july hike; communication style","https://x.com/trendforce/status/2074093532130803777","The Fed held rates steady, but its new chair won't hint at whether a July hike is coming. So what will actually guide policy under this new communication style?   https:// buff.ly/1hvWRtn #DataTrack","The Fed held rates steady, but its new chair won't hint at whether a July hike is coming. So what will actually guide policy under this new communication style?   https:// buff.ly/1hvWRtn #DataTrack"
2026-07-06T11:00:22.000Z,2680,1,,,no,"#datatrack; rack; inflation actually; monthly drop; brent crude; drop pandemic","https://x.com/trendforce/status/2074086045721809269","Brent crude just posted its biggest monthly drop since the pandemic, as sentiment shifts following the US-Iran ceasefire. Is inflation actually about to cool off?  https:// buff.ly/oUv3uOn  #DataTrack","Brent crude just posted its biggest monthly drop since the pandemic, as sentiment shifts following the US-Iran ceasefire. Is inflation actually about to cool off?  https:// buff.ly/oUv3uOn  #DataTrack"
2026-07-06T04:12:44.000Z,12342,77,9,2,yes,"memory; memory giants; land 2028; pouring billions; breaking ground","https://x.com/trendforce/status/2073983462433014017"," Memory giants are breaking ground and pouring in billions right now — but most of the real capacity won't land until 2028 and beyond."," Memory giants are breaking ground and pouring in billions right now — but most of the real capacity won't land until 2028 and beyond."
2026-07-06T02:04:21.000Z,4632,9,,,yes,"sell ai; cloud business; meta planning; power news","https://x.com/trendforce/status/2073951152811430361","Meta Is Planning a Cloud Business to Sell AI Computing Power.  News Source:  https:// buff.ly/NRUaTMm","Meta Is Planning a Cloud Business to Sell AI Computing Power.  News Source:  https:// buff.ly/NRUaTMm"
2026-07-05T14:25:06.000Z,8367,66,12,1,yes,"dram; micron; predicts dram; 2028 news; eegjoyq; crisis","https://x.com/trendforce/status/2073775179684061623","Micron Predicts DRAM Crisis Until At Least 2028  News Source:  https:// buff.ly/eeGjOyQ","Micron Predicts DRAM Crisis Until At Least 2028  News Source:  https:// buff.ly/eeGjOyQ"
2026-07-03T16:00:22.000Z,12269,86,23,2,no,"#dram; #nand; #trendforce; nand; dram; nand flash; trendforce; memory; contract price; memory pricing; 3q26 dram; trends https; continue rising","https://x.com/trendforce/status/2073074377986363593"," 3Q26 #DRAM and #NAND Flash contract prices are expected to continue rising, although weaker consumer demand and a higher comparison base should moderate gains.#TrendForce on memory pricing trends:  https:// buff.ly/1KorM47 "," 3Q26 #DRAM and #NAND Flash contract prices are expected to continue rising, although weaker consumer demand and a higher comparison base should moderate gains.#TrendForce on memory pricing trends:  https:// buff.ly/1KorM47 "
2026-07-03T14:01:52.000Z,49273,176,53,2,yes,"hbm; hbm4; trendforce; gpu; contract price; hbm4 contract; trendforce expects; gen gpu","https://x.com/trendforce/status/2073044558686957638"," HBM4 Contract Prices: A Major Hike Is Coming With 2027 HBM4 talks underway, TrendForce expects substantial price hikes to reflect supply-demand imbalance and rising next-gen costs. Demand from next-gen GPU platforms and AI ASICs, with growing die sizes, will aggravate the"," HBM4 Contract Prices: A Major Hike Is Coming With 2027 HBM4 talks underway, TrendForce expects substantial price hikes to reflect supply-demand imbalance and rising next-gen costs. Demand from next-gen GPU platforms and AI ASICs, with growing die sizes, will aggravate the"
2026-07-03T13:30:06.000Z,4069,13,2,1,no,"#ccls; #photoresist; #china; #nittobo; chip; tpu; glass china; output japan; chip materials; suppliers gaining; nittobo https","https://x.com/trendforce/status/2073036562154058225"," From #CCLs to #photoresist, and now T-glass, #China's chip materials suppliers are gaining ground. Guangyuan New Material is reportedly investing US$1B to expand T-glass output to take on Japan's #Nittobo. More:  https:// buff.ly/AJgk7Zz "," From #CCLs to #photoresist, and now T-glass, #China's chip materials suppliers are gaining ground. Guangyuan New Material is reportedly investing US$1B to expand T-glass output to take on Japan's #Nittobo. More:  https:// buff.ly/AJgk7Zz "
2026-07-03T13:00:26.000Z,5232,32,9,,yes,"#ai; #nvidia; #asic; #cpo; nvidia; chip; data center; csp; rack; ai efficiency; asic designers; nvidia csps; pod scale","https://x.com/trendforce/status/2073029097811324986","The #AI efficiency battle has moved beyond the chip. As power and cost pressures reshape data center design, #NVIDIA, CSPs, and ASIC designers are racing to compete at the rack and POD scale. Our latest breakdown:  https:// pse.is/9ad7em   #ASIC #CPO","The #AI efficiency battle has moved beyond the chip. As power and cost pressures reshape data center design, #NVIDIA, CSPs, and ASIC designers are racing to compete at the rack and POD scale. Our latest breakdown:  https:// pse.is/9ad7em   #ASIC #CPO"
2026-07-03T12:00:07.000Z,7357,50,10,1,no,"#intel; intel; chip; cpu; intel raised; prices key; ultra 270k; lake refresh; launch arrow","https://x.com/trendforce/status/2073013919514308965"," CPU supply is tightening, and #Intel has raised prices on a key lineup by around 15% shortly after launch, with its Arrow Lake Refresh chips — including Core Ultra 270K Plus and Core Ultra 250K Plus — said to be up by roughly $30–$50.More:  https:// buff.ly/gC1XYsE "," CPU supply is tightening, and #Intel has raised prices on a key lineup by around 15% shortly after launch, with its Arrow Lake Refresh chips — including Core Ultra 270K Plus and Core Ultra 250K Plus — said to be up by roughly $30–$50.More:  https:// buff.ly/gC1XYsE "
2026-07-03T07:09:05.000Z,8298,38,9,,yes,"#kioxia; ssd; apple; kioxia; smartphone; kioxia positioning; ai ssd; bics 10; including apple","https://x.com/trendforce/status/2072940675407188032","With BiCS 10 now in sampling, #Kioxia may be positioning itself to capture growing AI SSD demand while gradually reducing its dependence on smartphone-related business, including Apple.","With BiCS 10 now in sampling, #Kioxia may be positioning itself to capture growing AI SSD demand while gradually reducing its dependence on smartphone-related business, including Apple."
2026-07-02T15:00:31.000Z,5100,29,4,,yes,"#trendforce; tsmc; trendforce; wafer; foundry; advanced packaging; packaging; fab; hpc; latest foundry; wafer fabs; tsmc doubling; ai hpc; packaging facilities","https://x.com/trendforce/status/2072696930929344720","TSMC is doubling its expansion pace for AI and HPC, with 18 fabs underway globally, including 12 wafer fabs and advanced packaging facilities in Taiwan. #TrendForce on latest foundry landscape:  https:// buff.ly/siO7sfJ  ","TSMC is doubling its expansion pace for AI and HPC, with 18 fabs underway globally, including 12 wafer fabs and advanced packaging facilities in Taiwan. #TrendForce on latest foundry landscape:  https:// buff.ly/siO7sfJ  "
2026-07-02T12:00:10.000Z,3603,11,5,,no,"#huawei; nvidia; nvidia korean; huawei reportedly; 950 superpod","https://x.com/trendforce/status/2072651542172156296"," #Huawei's reportedly bringing the Ascend 950DT, 950PR, and its Atlas 950 SuperPod AI system to South Korea in Q4 — positioning them as a lower-cost alternative to Nvidia. Will the Korean market bite?More:   https:// buff.ly/jpSNc4c "," #Huawei's reportedly bringing the Ascend 950DT, 950PR, and its Atlas 950 SuperPod AI system to South Korea in Q4 — positioning them as a lower-cost alternative to Nvidia. Will the Korean market bite?More:   https:// buff.ly/jpSNc4c "
2026-07-02T07:11:13.000Z,5444,20,2,,yes,"#samsung; #tsmc; #2nm; tsmc; samsung; 4nm samsung; 2nm variant; tsmc locked; 2028; variant war","https://x.com/trendforce/status/2072578824467055091","2028-29 still feels far away for 1.4nm. But #Samsung and #TSMC are already locked in a fierce #2nm variant war — here's how. ","2028-29 still feels far away for 1.4nm. But #Samsung and #TSMC are already locked in a fierce #2nm variant war — here's how. "
2026-07-02T04:05:58.000Z,9643,60,5,,yes,"#skhynix; hynix; memory; memory maker; skhynix","https://x.com/trendforce/status/2072532204568420496","Is #SKhynix set to become the only major memory maker without price caps in long-term supply deals?","Is #SKhynix set to become the only major memory maker without price caps in long-term supply deals?"
2026-07-02T02:28:48.000Z,13302,42,5,4,no,"#meta; #cloud; #amazon; #microsoft; #google; meta plans; ai infrastructure; sell computing; competition amazon","https://x.com/trendforce/status/2072507754762383814","#Meta plans to build a new #cloud business to sell its computing capacity to third-party customers, putting it in more direct competition with #Amazon's AWS, #Microsoft Azure, and #Google Cloud. The move would turn Meta's massive AI infrastructure investments into a fresh revenue","#Meta plans to build a new #cloud business to sell its computing capacity to third-party customers, putting it in more direct competition with #Amazon's AWS, #Microsoft Azure, and #Google Cloud. The move would turn Meta's massive AI infrastructure investments into a fresh revenue"
2026-07-01T16:00:43.000Z,3103,8,3,,no,#trendforce; trendforce; 3q26 upgrade; soften trendforce,https://x.com/trendforce/status/2072349690079612951," MacBook price hikes are reshaping market expectations. As higher prices reach end markets in 3Q26, upgrade demand is expected to soften.#TrendForce on 2026 global notebook shipment outlook:  https:// buff.ly/KdINRSd "," MacBook price hikes are reshaping market expectations. As higher prices reach end markets in 3Q26, upgrade demand is expected to soften.#TrendForce on 2026 global notebook shipment outlook:  https:// buff.ly/KdINRSd ",
2026-07-01T14:02:08.000Z,5401,43,11,1,yes,hbm; nvidia; mediatek; chip; csp; ai efficiency; nvidia r200; csps compute; ceo stated; hbm bandwidth,https://x.com/trendforce/status/2072319849317986666," AI Compute Efficiency Is No Longer About the Chip Alone MediaTek CEO stated at ISSCC 2026 that AI efficiency is now measured by the full system, not just the chip. NVIDIA's R200 leads CSPs across compute power, HBM bandwidth, and compute efficiency, but the competitive front"," AI Compute Efficiency Is No Longer About the Chip Alone MediaTek CEO stated at ISSCC 2026 that AI efficiency is now measured by the full system, not just the chip. NVIDIA's R200 leads CSPs across compute power, HBM bandwidth, and compute efficiency, but the competitive front",
2026-07-01T12:00:38.000Z,3618,21,3,,no,#ase; #tsmc; #cowos; tsmc; cowos; packaging; tsmc cowos; ase reportedly; packaging quotes; continues grow,https://x.com/trendforce/status/2072289270438527073," #ASE reportedly hiked packaging quotes by 20%+. With #TSMC's #CoWoS capacity still tight, the company is also seeing stronger demand as outsourcing continues to grow. More:  https:// buff.ly/ic8GMo8 "," #ASE reportedly hiked packaging quotes by 20%+. With #TSMC's #CoWoS capacity still tight, the company is also seeing stronger demand as outsourcing continues to grow. More:  https:// buff.ly/ic8GMo8 ",
2026-07-01T09:35:30.000Z,5340,19,4,1,yes,#intel; intel; fab; intel 14a; roadmap charging; 18a roadmap; speed ahead; europe middle,https://x.com/trendforce/status/2072252750038270038,"Europe and Middle East fabs might be on pause, but #Intel’s 14A/18A roadmap is charging full speed ahead in the U.S.","Europe and Middle East fabs might be on pause, but #Intel’s 14A/18A roadmap is charging full speed ahead in the U.S.",
2026-07-01T06:00:01.000Z,7041,52,10,,yes,nand; tlc; wafer; nand spot; tlc wafer; suppliers cut; quotes 512gb,https://x.com/trendforce/status/2072198521650827463,"【NAND Spot Market Weakens Even as Suppliers Cut Quotes; 512Gb TLC Wafer Down 1.03%】  Spots remain partially sluggish, where dynamics of demand are visibly withering and continue to hit rock bottom. The supply end has alleviated quotations to adjust inventory, though buyers are","【NAND Spot Market Weakens Even as Suppliers Cut Quotes; 512Gb TLC Wafer Down 1.03%】  Spots remain partially sluggish, where dynamics of demand are visibly withering and continue to hit rock bottom. The supply end has alleviated quotations to adjust inventory, though buyers are",
2026-07-01T05:30:00.000Z,18377,80,17,1,yes,dram; chip; spot price; ddr3 chips; dram spot; spot prices,https://x.com/trendforce/status/2072190966434242970,"【DRAM Spot Prices See Gains in Low-Density DDR4 and DDR3 Amid Sideways Market】  Upward price momentum in the DRAM spot market this week has been concentrated on low-density DDR4 and DDR3 chips, while the broader market continues to trend sideways. Although sporadic inquiries","【DRAM Spot Prices See Gains in Low-Density DDR4 and DDR3 Amid Sideways Market】  Upward price momentum in the DRAM spot market this week has been concentrated on low-density DDR4 and DDR3 chips, while the broader market continues to trend sideways. Although sporadic inquiries",
2026-06-30T16:00:56.000Z,7308,48,9,,no,#trendforce; trendforce; foundry; node; ai server; tpu; edge ai; server; supply chain; server edge; output reshuffles,https://x.com/trendforce/status/2071987359260856682," AI server, general-purpose server, and edge AI demand is taking up more foundry capacity. As 8-inch and 12-inch mature-node output reshuffles, which orders will flow to the Chinese supply chain? #TrendForce on pricing trends:  https:// buff.ly/83yDfSK "," AI server, general-purpose server, and edge AI demand is taking up more foundry capacity. As 8-inch and 12-inch mature-node output reshuffles, which orders will flow to the Chinese supply chain? #TrendForce on pricing trends:  https:// buff.ly/83yDfSK ",
2026-06-30T12:00:27.000Z,4116,16,2,1,no,#bytedance; #cpu; #qualcomm; qualcomm; cpu; bytedance reportedly; 2h27 tiktok; house cpu; finalizing gen,https://x.com/trendforce/status/2071926837282799914," #ByteDance is reportedly finalizing its next-gen in-house #CPU design by early 2027, with mass production targeted for 2H27 — and the TikTok owner may be tapping #Qualcomm to help make it happen. More:  https:// buff.ly/s1NyxTa "," #ByteDance is reportedly finalizing its next-gen in-house #CPU design by early 2027, with mass production targeted for 2H27 — and the TikTok owner may be tapping #Qualcomm to help make it happen. More:  https:// buff.ly/s1NyxTa ",
2026-06-30T06:09:00.000Z,6783,41,7,,yes,#samsung; samsung; 4nm push; samsung 4nm; push reportedly; reportedly motion,https://x.com/trendforce/status/2071838394301460843,#Samsung's 1.4nm push is reportedly back in motion.,#Samsung's 1.4nm push is reportedly back in motion.
2026-06-30T05:59:08.000Z,31733,125,19,1,yes,dram; micron; trendforce; shortage; dram shortage; hardware prices; micron cautioned; 2028,https://x.com/trendforce/status/2071835911017627981,"The global DRAM shortage and elevated hardware prices are expected to persist through 2028 thanks to surging AI demand. Despite delivering record fiscal third-quarter results, Micron cautioned that supply will take considerable time to catch up with demand. TrendForce attributes","The global DRAM shortage and elevated hardware prices are expected to persist through 2028 thanks to surging AI demand. Despite delivering record fiscal third-quarter results, Micron cautioned that supply will take considerable time to catch up with demand. TrendForce attributes",
2026-06-29T16:00:46.000Z,3124,10,,,no,#oled; #trendforce; apple; trendforce; oled; panel; oled panels; brightness color; bt 2020; purity efficiency; gamut coverage,https://x.com/trendforce/status/2071624927417921630," Apple plans to adopt #OLED panels with 95% BT.2020 color gamut coverage, shifting the focus from brightness to color purity and efficiency. How will next-gen emissive materials reshape performance? More analysis from #TrendForce:  https:// buff.ly/6f64k8x "," Apple plans to adopt #OLED panels with 95% BT.2020 color gamut coverage, shifting the focus from brightness to color purity and efficiency. How will next-gen emissive materials reshape performance? More analysis from #TrendForce:  https:// buff.ly/6f64k8x ",
2026-06-29T13:00:27.000Z,16201,48,13,6,no,#samsung; #skhynix; samsung; hynix; chip; co₂ inventories; chip bottleneck; samsung skhynix,https://x.com/trendforce/status/2071579548773237027," South Korea's high-purity CO₂ inventories have reportedly fallen below one month's supply. With #Samsung and #SKhynix consuming thousands of tons each month, could it be the next chip bottleneck? More:   https:// buff.ly/eC9XTgh "," South Korea's high-purity CO₂ inventories have reportedly fallen below one month's supply. With #Samsung and #SKhynix consuming thousands of tons each month, could it be the next chip bottleneck? More:   https:// buff.ly/eC9XTgh ",
